millet,state,district,year,month,modal_price
jowar,Maharashtra,Latur,2024,4,3237.78
jowar,Maharashtra,Mumbai,2024,4,4200.0
jowar,Maharashtra,Nagpur,2024,4,3419.35
jowar,Maharashtra,Nanded,2024,4,2264.94
jowar,Maharashtra,Nandurbar,2024,4,2222.73
jowar,Maharashtra,Parbhani,2024,4,2529.45
jowar,Maharashtra,Pune,2024,4,4314.39
jowar,Maharashtra,Sangli,2024,4,3397.72
jowar,Maharashtra,Satara,2024,4,3515.71
jowar,Maharashtra,Sholapur,2024,4,3680.36
jowar,Maharashtra,Thane,2024,4,4182.8
jowar,Maharashtra,Vashim,2024,4,2150.09
jowar,Maharashtra,Wardha,2024,4,2460.0
jowar,Maharashtra,Yavatmal,2024,4,2226.1
jowar,Maharashtra,Ahmednagar,2024,7,3158.3
jowar,Maharashtra,Akola,2024,7,2298.09
jowar,Maharashtra,Amarawati,2024,7,2241.52
jowar,Maharashtra,Beed,2024,7,2369.03
jowar,Maharashtra,Buldhana,2024,7,2264.03
jowar,Maharashtra,Chattrapati Sambhajinagar,2024,7,2362.17
jowar,Maharashtra,Dharashiv(Usmanabad),2024,7,2818.13
jowar,Maharashtra,Dhule,2024,7,2331.61
jowar,Maharashtra,Hingoli,2024,7,2024.83
jowar,Maharashtra,Jalana,2024,7,2566.07
jowar,Maharashtra,Jalgaon,2024,7,2559.45
jowar,Maharashtra,Latur,2024,7,2328.59
jowar,Maharashtra,Mumbai,2024,7,4100.0
jowar,Maharashtra,Nagpur,2024,7,3364.67
jowar,Maharashtra,Nanded,2024,7,2179.02
jowar,Maharashtra,Nandurbar,2024,7,2407.35
jowar,Maharashtra,Nashik,2024,7,2313.57
jowar,Maharashtra,Parbhani,2024,7,2365.67
jowar,Maharashtra,Pune,2024,7,5262.1
jowar,Maharashtra,Sangli,2024,7,3440.46
jowar,Maharashtra,Satara,2024,7,3383.33
jowar,Maharashtra,Sholapur,2024,7,3355.89
jowar,Maharashtra,Thane,2024,7,4241.48
jowar,Maharashtra,Vashim,2024,7,2317.13
jowar,Maharashtra,Wardha,2024,7,1894.57
jowar,Maharashtra,Yavatmal,2024,7,2350.56
jowar,Maharashtra,Ahmednagar,2024,10,3115.78
jowar,Maharashtra,Akola,2024,10,2182.67
jowar,Maharashtra,Amarawati,2024,10,2124.66
jowar,Maharashtra,Beed,2024,10,2252.06
jowar,Maharashtra,Buldhana,2024,10,2126.47
jowar,Maharashtra,Chattrapati Sambhajinagar,2024,10,2321.3
jowar,Maharashtra,Dharashiv(Usmanabad),2024,10,2396.42
jowar,Maharashtra,Dhule,2024,10,2215.86
jowar,Maharashtra,Hingoli,2024,10,1813.42
jowar,Maharashtra,Jalana,2024,10,2376.38
jowar,Maharashtra,Jalgaon,2024,10,2240.01
jowar,Maharashtra,Latur,2024,10,2074.15
jowar,Maharashtra,Mumbai,2024,10,4700.0
jowar,Maharashtra,Nagpur,2024,10,2578.57
jowar,Maharashtra,Nanded,2024,10,2135.06
jowar,Maharashtra,Nandurbar,2024,10,2031.1
jowar,Maharashtra,Nashik,2024,10,2262.58
jowar,Maharashtra,Parbhani,2024,10,2213.15
jowar,Maharashtra,Pune,2024,10,4817.25
jowar,Maharashtra,Sangli,2024,10,3234.75
jowar,Maharashtra,Satara,2024,10,2712.9
jowar,Maharashtra,Sholapur,2024,10,3364.73
jowar,Maharashtra,Thane,2024,10,3754.88
jowar,Maharashtra,Vashim,2024,10,2099.97
jowar,Maharashtra,Wardha,2024,10,1988.63
jowar,Maharashtra,Yavatmal,2024,10,2147.41
jowar,Karnataka,Bangalore,2024,1,3964.52
jowar,Karnataka,Bellary,2024,1,2555.43
jowar,Karnataka,Bidar,2024,1,4775.01
jowar,Karnataka,Bijapur,2024,1,5075.0
jowar,Karnataka,Dharwad,2024,1,3280.04
jowar,Karnataka,Gadag,2024,1,3184.64
jowar,Karnataka,Haveri,2024,1,2282.5
jowar,Karnataka,Kalburgi,2024,1,5001.88
jowar,Karnataka,Koppal,2024,1,2115.0
jowar,Karnataka,Mysore,2024,1,4737.5
jowar,Karnataka,Raichur,2024,1,3000.0
jowar,Karnataka,Shimoga,2024,1,4852.78
jowar,Karnataka,Bangalore,2024,4,3300.0
jowar,Karnataka,Belgaum,2024,4,4890.91
jowar,Karnataka,Bellary,2024,4,2486.53
jowar,Karnataka,Bidar,2024,4,4076.92
jowar,Karnataka,Chamrajnagar,2024,4,1600.0
jowar,Karnataka,Dharwad,2024,4,2765.93
jowar,Karnataka,Gadag,2024,4,2920.89
jowar,Karnataka,Haveri,2024,4,2318.06
jowar,Karnataka,Kalburgi,2024,4,4048.11
jowar,Karnataka,Mysore,2024,4,4150.0
jowar,Karnataka,Raichur,2024,4,2511.12
jowar,Karnataka,Shimoga,2024,4,4371.43
jowar,Karnataka,Bangalore,2024,7,3500.0
jowar,Karnataka,Belgaum,2024,7,3500.0
jowar,Karnataka,Bellary,2024,7,2620.7
jowar,Karnataka,Bidar,2024,7,3252.78
jowar,Karnataka,Bijapur,2024,7,3250.0
jowar,Karnataka,Davangere,2024,7,2668.6
jowar,Karnataka,Dharwad,2024,7,2637.74
jowar,Karnataka,Gadag,2024,7,2761.5
jowar,Karnataka,Haveri,2024,7,2350.0
jowar,Karnataka,Kalburgi,2024,7,3251.2
jowar,Karnataka,Koppal,2024,7,2300.0
jowar,Karnataka,Mysore,2024,7,4340.0
jowar,Karnataka,Raichur,2024,7,2698.71
jowar,Karnataka,Shimoga,2024,7,4155.56
jowar,Karnataka,Bagalkot,2024,10,2003.5
jowar,Karnataka,Bangalore,2024,10,3058.11
jowar,Karnataka,Belgaum,2024,10,3702.45
jowar,Karnataka,Bellary,2024,10,2179.49
jowar,Karnataka,Bidar,2024,10,3061.66
jowar,Karnataka,Chamrajnagar,2024,10,1976.4
jowar,Karnataka,Davangere,2024,10,2191.46
jowar,Karnataka,Dharwad,2024,10,2007.67
jowar,Karnataka,Gadag,2024,10,2046.98
jowar,Karnataka,Haveri,2024,10,2372.73
jowar,Karnataka,Kalburgi,2024,10,2843.17
jowar,Karnataka,Koppal,2024,10,1806.0
jowar,Karnataka,Mysore,2024,10,3928.89
jowar,Karnataka,Raichur,2024,10,2302.02
jowar,Karnataka,Shimoga,2024,10,3662.5
jowar,Maharashtra,Ahmednagar,2025,1,3079.02
jowar,Maharashtra,Akola,2025,1,2060.72
jowar,Maharashtra,Amarawati,2025,1,2041.33
jowar,Maharashtra,Beed,2025,1,2285.53
jowar,Maharashtra,Buldhana,2025,1,1954.15
jowar,Maharashtra,Chattrapati Sambhajinagar,2025,1,2146.38
jowar,Maharashtra,Dharashiv(Usmanabad),2025,1,2507.35
jowar,Maharashtra,Dhule,2025,1,2215.34
jowar,Maharashtra,Hingoli,2025,1,1839.63
jowar,Maharashtra,Jalana,2025,1,2372.69
jowar,Maharashtra,Jalgaon,2025,1,2075.7
jowar,Maharashtra,Latur,2025,1,2149.26
jowar,Maharashtra,Mumbai,2025,1,4677.31
jowar,Maharashtra,Nagpur,2025,1,3542.13
jowar,Maharashtra,Nanded,2025,1,2160.76
jowar,Maharashtra,Nandurbar,2025,1,2377.52
jowar,Maharashtra,Nashik,2025,1,2428.86
jowar,Maharashtra,Parbhani,2025,1,2171.84
jowar,Maharashtra,Pune,2025,1,4876.05
jowar,Maharashtra,Sangli,2025,1,3576.98
jowar,Maharashtra,Satara,2025,1,2453.12
jowar,Maharashtra,Sholapur,2025,1,2889.25
jowar,Maharashtra,Thane,2025,1,3681.13
jowar,Maharashtra,Vashim,2025,1,1976.37
jowar,Maharashtra,Wardha,2025,1,1758.18
jowar,Maharashtra,Yavatmal,2025,1,2138.52
jowar,Maharashtra,Ahmednagar,2025,4,3230.25
jowar,Maharashtra,Akola,2025,4,2315.46
jowar,Maharashtra,Amarawati,2025,4,2074.59
jowar,Maharashtra,Beed,2025,4,2523.39
jowar,Maharashtra,Buldhana,2025,4,2169.0
jowar,Maharashtra,Chattrapati Sambhajinagar,2025,4,2623.37
jowar,Maharashtra,Dharashiv(Usmanabad),2025,4,2922.59
jowar,Maharashtra,Dhule,2025,4,2411.77
jowar,Maharashtra,Hingoli,2025,4,2075.03
jowar,Maharashtra,Jalana,2025,4,2527.42
jowar,Maharashtra,Jalgaon,2025,4,2336.28
jowar,Maharashtra,Latur,2025,4,2353.25
jowar,Maharashtra,Mumbai,2025,4,4992.83
jowar,Maharashtra,Nagpur,2025,4,3250.91
jowar,Maharashtra,Nanded,2025,4,2320.04
jowar,Maharashtra,Nandurbar,2025,4,4558.65
jowar,Maharashtra,Nashik,2025,4,2126.84
jowar,Maharashtra,Parbhani,2025,4,2574.18
jowar,Maharashtra,Pune,2025,4,4544.78
jowar,Maharashtra,Sangli,2025,4,3564.65
jowar,Maharashtra,Satara,2025,4,3575.0
jowar,Maharashtra,Sholapur,2025,4,3366.9
jowar,Maharashtra,Thane,2025,4,3660.65
jowar,Maharashtra,Vashim,2025,4,2247.52
jowar,Maharashtra,Wardha,2025,4,2355.0
jowar,Maharashtra,Yavatmal,2025,4,2178.93
jowar,Maharashtra,Ahmednagar,2025,7,3330.88
jowar,Maharashtra,Akola,2025,7,2354.23
jowar,Maharashtra,Amarawati,2025,7,2015.44
jowar,Maharashtra,Beed,2025,7,2444.19
jowar,Maharashtra,Buldhana,2025,7,2209.13
jowar,Maharashtra,Chattrapati Sambhajinagar,2025,7,2603.29
jowar,Maharashtra,Dharashiv(Usmanabad),2025,7,3006.09
jowar,Maharashtra,Dhule,2025,7,2296.31
jowar,Maharashtra,Hingoli,2025,7,1993.72
jowar,Maharashtra,Jalana,2025,7,2598.39
jowar,Maharashtra,Jalgaon,2025,7,2732.7
jowar,Maharashtra,Latur,2025,7,2289.33
jowar,Maharashtra,Mumbai,2025,7,4700.0
jowar,Maharashtra,Nagpur,2025,7,2084.3
jowar,Maharashtra,Nanded,2025,7,2209.22
jowar,Maharashtra,Nandurbar,2025,7,2251.81
jowar,Maharashtra,Nashik,2025,7,2217.22
jowar,Maharashtra,Parbhani,2025,7,2483.56
jowar,Maharashtra,Pune,2025,7,5604.9
jowar,Maharashtra,Sangli,2025,7,3904.42
jowar,Maharashtra,Sholapur,2025,7,3197.74
jowar,Maharashtra,Thane,2025,7,3897.97
jowar,Maharashtra,Vashim,2025,7,2414.73
jowar,Maharashtra,Wardha,2025,7,1794.09
jowar,Maharashtra,Yavatmal,2025,7,1980.09
jowar,Maharashtra,Ahmednagar,2025,10,3599.67
jowar,Maharashtra,Akola,2025,10,1907.77
jowar,Maharashtra,Amarawati,2025,10,1777.33
jowar,Maharashtra,Beed,2025,10,2488.03
jowar,Maharashtra,Buldhana,2025,10,1972.72
jowar,Maharashtra,Chattrapati Sambhajinagar,2025,10,2530.83
jowar,Maharashtra,Dharashiv(Usmanabad),2025,10,3631.29
jowar,Maharashtra,Dhule,2025,10,2337.99
jowar,Maharashtra,Hingoli,2025,10,2308.33
jowar,Maharashtra,Jalana,2025,10,2579.82
jowar,Maharashtra,Jalgaon,2025,10,2271.68
jowar,Maharashtra,Latur,2025,10,2116.06
jowar,Maharashtra,Mumbai,2025,10,4700.0
jowar,Maharashtra,Nagpur,2025,10,2135.0
jowar,Maharashtra,Nanded,2025,10,2443.05
jowar,Maharashtra,Nandurbar,2025,10,2238.31
jowar,Maharashtra,Nashik,2025,10,1984.78
jowar,Maharashtra,Parbhani,2025,10,2437.51
jowar,Maharashtra,Pune,2025,10,4909.18
jowar,Maharashtra,Sangli,2025,10,4250.62
jowar,Maharashtra,Satara,2025,10,3250.0
jowar,Maharashtra,Sholapur,2025,10,3470.57
jowar,Maharashtra,Thane,2025,10,3960.81
jowar,Maharashtra,Vashim,2025,10,1775.8
jowar,Maharashtra,Yavatmal,2025,10,2175.66
jowar,Karnataka,Bangalore,2025,1,3056.41
jowar,Karnataka,Belgaum,2025,1,4273.33
jowar,Karnataka,Bellary,2025,1,2307.16
jowar,Karnataka,Bidar,2025,1,3094.06
jowar,Karnataka,Bijapur,2025,1,2333.33
jowar,Karnataka,Chamrajnagar,2025,1,2035.29
jowar,Karnataka,Davangere,2025,1,2178.92
jowar,Karnataka,Dharwad,2025,1,2043.21
jowar,Karnataka,Gadag,2025,1,2207.17
jowar,Karnataka,Kalburgi,2025,1,2789.18
jowar,Karnataka,Koppal,2025,1,2042.78
jowar,Karnataka,Mysore,2025,1,3050.0
jowar,Karnataka,Raichur,2025,1,2400.08
jowar,Karnataka,Shimoga,2025,1,3375.0
jowar,Karnataka,Belgaum,2025,4,2398.0
jowar,Karnataka,Bellary,2025,4,2115.83
jowar,Karnataka,Davangere,2025,4,2378.24
jowar,Karnataka,Dharwad,2025,4,2027.37
jowar,Karnataka,Kalburgi,2025,4,3850.0
jowar,Karnataka,Raichur,2025,4,2547.6
jowar,Karnataka,Shimoga,2025,4,3400.0
jowar,Karnataka,Belgaum,2025,7,2833.33
jowar,Karnataka,Chitradurga,2025,7,2550.0
jowar,Karnataka,Davangere,2025,7,2506.25
jowar,Karnataka,Dharwad,2025,7,2454.37
jowar,Karnataka,Karwar(Uttar Kannad),2025,7,2200.0
jowar,Karnataka,Dharwad,2025,10,2279.21
jowar,Karnataka,Shimoga,2025,10,4032.35
jowar,Maharashtra,Ahmednagar,2026,1,3027.12
jowar,Maharashtra,Akola,2026,1,1928.49
jowar,Maharashtra,Beed,2026,1,3107.42
jowar,Maharashtra,Buldhana,2026,1,2098.59
jowar,Maharashtra,Chattrapati Sambhajinagar,2026,1,2635.3
jowar,Maharashtra,Dharashiv(Usmanabad),2026,1,4078.06
jowar,Maharashtra,Dhule,2026,1,2269.27
jowar,Maharashtra,Hingoli,2026,1,2465.69
jowar,Maharashtra,Jalana,2026,1,3324.46
jowar,Maharashtra,Jalgaon,2026,1,2341.69
jowar,Maharashtra,Kolhapur,2026,1,4409.39
jowar,Maharashtra,Latur,2026,1,2812.74
jowar,Maharashtra,Mumbai,2026,1,5140.29
jowar,Maharashtra,Nagpur,2026,1,1998.18
jowar,Maharashtra,Nanded,2026,1,2452.82
jowar,Maharashtra,Nandurbar,2026,1,1972.36
jowar,Maharashtra,Nashik,2026,1,2564.09
jowar,Maharashtra,Parbhani,2026,1,2934.24
jowar,Maharashtra,Pune,2026,1,5564.35
jowar,Maharashtra,Sangli,2026,1,5079.24
jowar,Maharashtra,Satara,2026,1,3837.65
jowar,Maharashtra,Sholapur,2026,1,3622.95
jowar,Maharashtra,Thane,2026,1,3950.7
jowar,Maharashtra,Vashim,2026,1,1900.3
jowar,Maharashtra,Wardha,2026,1,2230.0
jowar,Maharashtra,Yavatmal,2026,1,2100.97
jowar,Maharashtra,Ahmednagar,2026,4,2868.21
jowar,Maharashtra,Akola,2026,4,2632.26
jowar,Maharashtra,Amarawati,2026,4,1480.0
jowar,Maharashtra,Beed,2026,4,2999.09
jowar,Maharashtra,Buldhana,2026,4,2180.95
jowar,Maharashtra,Chattrapati Sambhajinagar,2026,4,2980.11
jowar,Maharashtra,Dharashiv(Usmanabad),2026,4,3984.66
jowar,Maharashtra,Dhule,2026,4,3661.26
jowar,Maharashtra,Jalana,2026,4,3621.69
jowar,Maharashtra,Jalgaon,2026,4,2585.82
jowar,Maharashtra,Kolhapur,2026,4,4606.88
jowar,Maharashtra,Latur,2026,4,3563.75
jowar,Maharashtra,Mumbai,2026,4,5150.0
jowar,Maharashtra,Nagpur,2026,4,2968.18
jowar,Maharashtra,Nanded,2026,4,2738.55
jowar,Maharashtra,Nandurbar,2026,4,2741.94
jowar,Maharashtra,Nashik,2026,4,2286.44
jowar,Maharashtra,Parbhani,2026,4,3352.3
jowar,Maharashtra,Pune,2026,4,5163.83
jowar,Maharashtra,Satara,2026,4,4250.0
jowar,Maharashtra,Sholapur,2026,4,3928.84
jowar,Maharashtra,Thane,2026,4,3900.0
jowar,Maharashtra,Vashim,2026,4,2351.0
jowar,Maharashtra,Ahmednagar,2026,2,3894.89
jowar,Maharashtra,Akola,2026,2,1952.63
jowar,Maharashtra,Amarawati,2026,2,2000.0
jowar,Maharashtra,Beed,2026,2,3219.94
jowar,Maharashtra,Buldhana,2026,2,2026.82
jowar,Maharashtra,Chattrapati Sambhajinagar,2026,2,3527.03
jowar,Maharashtra,Dharashiv(Usmanabad),2026,2,4397.6
jowar,Maharashtra,Dhule,2026,2,3190.46
jowar,Maharashtra,Hingoli,2026,2,2616.07
jowar,Maharashtra,Jalana,2026,2,3585.44
jowar,Maharashtra,Jalgaon,2026,2,2827.73
jowar,Maharashtra,Kolhapur,2026,2,4450.47
jowar,Maharashtra,Latur,2026,2,2916.65
jowar,Maharashtra,Mumbai,2026,2,5150.0
jowar,Maharashtra,Nagpur,2026,2,2404.35
jowar,Maharashtra,Nanded,2026,2,2629.17
jowar,Maharashtra,Nandurbar,2026,2,1892.84
jowar,Maharashtra,Nashik,2026,2,2571.49
jowar,Maharashtra,Parbhani,2026,2,2892.17
jowar,Maharashtra,Pune,2026,2,5710.41
jowar,Maharashtra,Sangli,2026,2,5152.64
jowar,Maharashtra,Satara,2026,2,3948.54
jowar,Maharashtra,Sholapur,2026,2,3823.24
jowar,Maharashtra,Thane,2026,2,3971.79
jowar,Maharashtra,Vashim,2026,2,1954.6
jowar,Maharashtra,Ahmednagar,2026,3,4171.13
jowar,Maharashtra,Akola,2026,3,2324.63
jowar,Maharashtra,Beed,2026,3,3139.43
jowar,Maharashtra,Buldhana,2026,3,2259.49
jowar,Maharashtra,Chattrapati Sambhajinagar,2026,3,3701.65
jowar,Maharashtra,Dharashiv(Usmanabad),2026,3,4248.19
jowar,Maharashtra,Dhule,2026,3,4139.95
jowar,Maharashtra,Hingoli,2026,3,3333.61
jowar,Maharashtra,Jalana,2026,3,3867.55
jowar,Maharashtra,Jalgaon,2026,3,2961.38
jowar,Maharashtra,Kolhapur,2026,3,4466.45
jowar,Maharashtra,Latur,2026,3,3107.32
jowar,Maharashtra,Mumbai,2026,3,5135.62
jowar,Maharashtra,Nagpur,2026,3,3364.12
jowar,Maharashtra,Nanded,2026,3,2552.87
jowar,Maharashtra,Nandurbar,2026,3,3214.01
jowar,Maharashtra,Nashik,2026,3,2607.28
jowar,Maharashtra,Parbhani,2026,3,2575.74
jowar,Maharashtra,Pune,2026,3,5583.39
jowar,Maharashtra,Sangli,2026,3,5377.82
jowar,Maharashtra,Satara,2026,3,4196.81
jowar,Maharashtra,Sholapur,2026,3,4141.93
jowar,Maharashtra,Vashim,2026,3,2056.21
jowar,Maharashtra,Wardha,2026,3,2100.0
jowar,Maharashtra,Yavatmal,2026,3,2290.0
jowar,Karnataka,Bellary,2026,1,2218.19
jowar,Karnataka,Bijapur,2026,1,2847.7
jowar,Karnataka,Davangere,2026,1,2139.94
jowar,Karnataka,Dharwad,2026,1,3560.7
jowar,Karnataka,Kalburgi,2026,1,4278.12
jowar,Karnataka,Raichur,2026,1,2613.08
jowar,Karnataka,Shimoga,2026,1,4546.79
jowar,Karnataka,Belgaum,2026,2,4231.0
jowar,Karnataka,Bellary,2026,2,2564.59
jowar,Karnataka,Bijapur,2026,2,3590.68
jowar,Karnataka,Chamrajnagar,2026,2,2000.0
jowar,Karnataka,Davangere,2026,2,2422.65
jowar,Karnataka,Dharwad,2026,2,3290.79
jowar,Karnataka,Haveri,2026,2,3530.0
jowar,Karnataka,Kalburgi,2026,2,3852.0
jowar,Karnataka,Mysore,2026,2,3874.17
jowar,Karnataka,Raichur,2026,2,2885.65
jowar,Karnataka,Shimoga,2026,2,4192.62
jowar,Karnataka,Bagalkot,2026,3,3048.79
jowar,Karnataka,Bangalore,2026,3,3500.0
jowar,Karnataka,Belgaum,2026,3,2430.66
jowar,Karnataka,Bellary,2026,3,2727.69
jowar,Karnataka,Bidar,2026,3,4007.59
jowar,Karnataka,Bijapur,2026,3,3300.53
jowar,Karnataka,Davangere,2026,3,2666.1
jowar,Karnataka,Dharwad,2026,3,3335.9
jowar,Karnataka,Gadag,2026,3,3423.26
jowar,Karnataka,Hassan,2026,3,3700.0
jowar,Karnataka,Haveri,2026,3,2857.7
jowar,Karnataka,Kalburgi,2026,3,3431.51
jowar,Karnataka,Karwar(Uttar Kannad),2026,3,4650.0
jowar,Karnataka,Koppal,2026,3,1922.2
jowar,Karnataka,Mysore,2026,3,3891.82
jowar,Karnataka,Raichur,2026,3,2917.82
jowar,Karnataka,Shimoga,2026,3,4182.86
jowar,Maharashtra,Ahmednagar,2026,4,2868.21
jowar,Maharashtra,Akola,2026,4,2632.26
jowar,Maharashtra,Amarawati,2026,4,1480.0
jowar,Maharashtra,Beed,2026,4,2999.09
jowar,Maharashtra,Buldhana,2026,4,2180.95
jowar,Maharashtra,Chattrapati Sambhajinagar,2026,4,2980.11
jowar,Maharashtra,Dharashiv(Usmanabad),2026,4,3984.66
jowar,Maharashtra,Dhule,2026,4,3661.26
jowar,Maharashtra,Jalana,2026,4,3621.69
jowar,Maharashtra,Jalgaon,2026,4,2585.82
jowar,Maharashtra,Kolhapur,2026,4,4606.88
jowar,Maharashtra,Latur,2026,4,3563.75
jowar,Maharashtra,Mumbai,2026,4,5150.0
jowar,Maharashtra,Nagpur,2026,4,2968.18
jowar,Maharashtra,Nanded,2026,4,2738.55
jowar,Maharashtra,Nandurbar,2026,4,2741.94
jowar,Maharashtra,Nashik,2026,4,2286.44
jowar,Maharashtra,Parbhani,2026,4,3352.3
jowar,Maharashtra,Pune,2026,4,5163.83
jowar,Maharashtra,Satara,2026,4,4250.0
jowar,Maharashtra,Sholapur,2026,4,3928.84
jowar,Maharashtra,Thane,2026,4,3900.0
jowar,Maharashtra,Vashim,2026,4,2351.0
bajra,Maharashtra,Ahmednagar,2021,1,1355.27
bajra,Maharashtra,Akola,2021,1,1500.0
bajra,Maharashtra,Amarawati,2021,1,1850.0
bajra,Maharashtra,Beed,2021,1,1295.53
bajra,Maharashtra,Buldhana,2021,1,1190.94
bajra,Maharashtra,Chattrapati Sambhajinagar,2021,1,1221.52
bajra,Maharashtra,Dharashiv(Usmanabad),2021,1,1040.33
bajra,Maharashtra,Dhule,2021,1,1286.92
bajra,Maharashtra,Jalana,2021,1,1293.34
bajra,Maharashtra,Jalgaon,2021,1,1318.54
bajra,Maharashtra,Mumbai,2021,1,2627.37
bajra,Maharashtra,Nandurbar,2021,1,1288.56
bajra,Maharashtra,Nashik,2021,1,1279.03
bajra,Maharashtra,Parbhani,2021,1,1459.0
bajra,Maharashtra,Pune,2021,1,1824.1
bajra,Maharashtra,Raigad,2021,1,1571.79
bajra,Maharashtra,Sangli,2021,1,2226.43
bajra,Maharashtra,Satara,2021,1,1500.0
bajra,Maharashtra,Sholapur,2021,1,1200.47
bajra,Maharashtra,Ahmednagar,2021,4,1383.33
bajra,Maharashtra,Beed,2021,4,1387.98
bajra,Maharashtra,Buldhana,2021,4,1173.12
bajra,Maharashtra,Chattrapati Sambhajinagar,2021,4,1313.38
bajra,Maharashtra,Dharashiv(Usmanabad),2021,4,900.0
bajra,Maharashtra,Dhule,2021,4,1330.97
bajra,Maharashtra,Jalana,2021,4,1344.25
bajra,Maharashtra,Jalgaon,2021,4,1360.17
bajra,Maharashtra,Mumbai,2021,4,2221.74
bajra,Maharashtra,Nandurbar,2021,4,1372.04
bajra,Maharashtra,Nashik,2021,4,1317.0
bajra,Maharashtra,Parbhani,2021,4,1400.0
bajra,Maharashtra,Pune,2021,4,2473.55
bajra,Maharashtra,Raigad,2021,4,1576.19
bajra,Maharashtra,Sholapur,2021,4,1151.0
bajra,Maharashtra,Ahmednagar,2021,7,1661.01
bajra,Maharashtra,Amarawati,2021,7,1433.33
bajra,Maharashtra,Beed,2021,7,1504.41
bajra,Maharashtra,Buldhana,2021,7,1292.07
bajra,Maharashtra,Chattrapati Sambhajinagar,2021,7,1496.1
bajra,Maharashtra,Dhule,2021,7,1484.42
bajra,Maharashtra,Jalana,2021,7,1485.41
bajra,Maharashtra,Jalgaon,2021,7,1487.74
bajra,Maharashtra,Mumbai,2021,7,2220.31
bajra,Maharashtra,Nandurbar,2021,7,1422.73
bajra,Maharashtra,Nashik,2021,7,1521.8
bajra,Maharashtra,Parbhani,2021,7,1426.25
bajra,Maharashtra,Pune,2021,7,2417.58
bajra,Maharashtra,Raigad,2021,7,1513.1
bajra,Maharashtra,Sangli,2021,7,2175.0
bajra,Maharashtra,Sholapur,2021,7,1370.5
bajra,Maharashtra,Thane,2021,7,2575.0
bajra,Maharashtra,Ahmednagar,2021,10,1632.22
bajra,Maharashtra,Akola,2021,10,1550.0
bajra,Maharashtra,Beed,2021,10,1723.9
bajra,Maharashtra,Buldhana,2021,10,1550.64
bajra,Maharashtra,Chattrapati Sambhajinagar,2021,10,1674.0
bajra,Maharashtra,Dharashiv(Usmanabad),2021,10,1737.5
bajra,Maharashtra,Dhule,2021,10,1695.11
bajra,Maharashtra,Jalana,2021,10,1702.65
bajra,Maharashtra,Jalgaon,2021,10,1784.56
bajra,Maharashtra,Mumbai,2021,10,2219.97
bajra,Maharashtra,Nandurbar,2021,10,1543.68
bajra,Maharashtra,Nashik,2021,10,1602.93
bajra,Maharashtra,Parbhani,2021,10,1706.22
bajra,Maharashtra,Pune,2021,10,2390.61
bajra,Maharashtra,Raigad,2021,10,1639.22
bajra,Maharashtra,Sangli,2021,10,2175.0
bajra,Maharashtra,Satara,2021,10,1829.04
bajra,Maharashtra,Sholapur,2021,10,1622.73
bajra,Maharashtra,Thane,2021,10,2400.0
bajra,Maharashtra,Ahmednagar,2022,1,1909.02
bajra,Maharashtra,Beed,2022,1,2060.79
bajra,Maharashtra,Buldhana,2022,1,1950.0
bajra,Maharashtra,Chattrapati Sambhajinagar,2022,1,2015.06
bajra,Maharashtra,Dharashiv(Usmanabad),2022,1,1525.5
bajra,Maharashtra,Dhule,2022,1,1873.55
bajra,Maharashtra,Jalana,2022,1,2000.91
bajra,Maharashtra,Jalgaon,2022,1,1958.34
bajra,Maharashtra,Mumbai,2022,1,2400.0
bajra,Maharashtra,Nandurbar,2022,1,1962.35
bajra,Maharashtra,Nashik,2022,1,1932.13
bajra,Maharashtra,Parbhani,2022,1,2064.2
bajra,Maharashtra,Pune,2022,1,2885.59
bajra,Maharashtra,Raigad,2022,1,1700.0
bajra,Maharashtra,Sangli,2022,1,2355.88
bajra,Maharashtra,Satara,2022,1,2199.13
bajra,Maharashtra,Sholapur,2022,1,2050.0
bajra,Maharashtra,Thane,2022,1,2546.51
bajra,Maharashtra,Ahmednagar,2022,4,1968.51
bajra,Maharashtra,Beed,2022,4,2361.28
bajra,Maharashtra,Chattrapati Sambhajinagar,2022,4,2281.55
bajra,Maharashtra,Dhule,2022,4,2195.23
bajra,Maharashtra,Jalana,2022,4,2350.47
bajra,Maharashtra,Jalgaon,2022,4,2311.23
bajra,Maharashtra,Mumbai,2022,4,2696.38
bajra,Maharashtra,Nandurbar,2022,4,2152.95
bajra,Maharashtra,Nashik,2022,4,2257.46
bajra,Maharashtra,Parbhani,2022,4,2390.0
bajra,Maharashtra,Pune,2022,4,3067.47
bajra,Maharashtra,Raigad,2022,4,2166.67
bajra,Maharashtra,Sangli,2022,4,2492.44
bajra,Maharashtra,Satara,2022,4,2503.12
bajra,Maharashtra,Ahmednagar,2022,7,2100.69
bajra,Maharashtra,Beed,2022,7,2395.07
bajra,Maharashtra,Chattrapati Sambhajinagar,2022,7,2266.72
bajra,Maharashtra,Dhule,2022,7,2149.74
bajra,Maharashtra,Jalana,2022,7,2250.82
bajra,Maharashtra,Jalgaon,2022,7,2198.02
bajra,Maharashtra,Mumbai,2022,7,2684.43
bajra,Maharashtra,Nandurbar,2022,7,2169.94
bajra,Maharashtra,Nashik,2022,7,2330.16
bajra,Maharashtra,Parbhani,2022,7,2225.5
bajra,Maharashtra,Pune,2022,7,2996.77
